City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,surgut,61.25,73.4167,-11.9,72,0,6.0,RU,1705732030
273,georgetown,5.4112,100.3354,32.19,73,20,3.6,MY,1705732033
274,gizo,-8.103,156.8419,27.92,82,100,5.53,SB,1705732034
275,chul'man,56.8479,124.9104,-27.38,96,100,0.41,RU,1705732036
276,el nido,11.1858,119.3956,28.06,69,27,4.58,PH,1705732037
277,changji,44.0167,87.3167,-14.56,85,40,2.0,CN,1705732038
278,alpine,32.835,-116.7664,11.78,82,0,0.0,US,1705732040
279,berdigestyakh,62.0989,126.6992,-37.64,99,80,0.47,RU,1705732041
280,mertoyudan,-7.52,110.2264,28.21,69,72,3.81,ID,1705732042
281,morant bay,17.8815,-76.4093,24.79,86,7,3.96,JM,1705732044
282,sinop,41.7711,34.8709,5.24,80,80,4.87,TR,1705732045
283,gokceada,40.2011,25.909,16.6,91,90,6.37,TR,1705732047
284,njombe,-9.3333,34.7667,17.63,86,100,1.57,TZ,1705732048
285,sierra grande,-41.606,-65.3557,18.14,49,0,3.71,AR,1705732050
286,porto novo,6.4965,2.6036,26.9,86,1,1.58,BJ,1705732052
287,pontianak,-0.0333,109.3333,28.99,83,75,3.09,ID,1705731996
288,obo,5.3998,26.4869,23.14,15,42,3.76,CF,1705732054
289,mildura,-34.2,142.15,37.82,19,69,5.05,AU,1705731989
290,fortuna,40.5982,-124.1573,14.19,88,100,5.14,US,1705732057
291,alesund,62.4723,6.1549,-1.48,75,0,7.2,NO,1705732058
292,khalis,33.82,44.5264,14.77,55,21,2.69,IQ,1705732060
293,pisco,-13.7,-76.2167,22.03,88,0,2.57,PE,1705732061
294,crane,31.3974,-102.3501,-1.37,33,1,5.58,US,1705732063
295,neiafu,-18.65,-173.9833,27.37,84,100,3.09,TO,1705732065
296,kotabumi,-4.8333,104.9,32.78,54,73,0.73,ID,1705732066
297,ustka,54.5805,16.8619,2.58,97,100,14.53,PL,1705732067
298,quibala,-10.7337,14.98,16.48,79,88,0.82,AO,1705732069
299,kasongo-lunda,-6.4667,16.8167,22.73,86,10,0.3,CD,1705732070
300,santo amaro da imperatriz,-27.6881,-48.7786,26.12,98,77,1.22,BR,1705732072
301,sola,-13.8833,167.55,28.06,80,100,5.03,VU,1705732073
302,iquique,-20.2208,-70.1431,21.02,82,91,1.19,CL,1705732075
303,san luis de la loma,17.2706,-100.8939,26.11,64,100,2.23,MX,1705732076
304,fuyu,45.1833,124.8167,-16.13,71,100,6.65,CN,1705732077
305,hiratacho,35.4333,132.8167,8.01,93,75,6.69,JP,1705732014
306,ploudalmezeau,48.5333,-4.65,1.21,80,0,5.66,FR,1705732080
307,jardim de piranhas,-6.3786,-37.3519,26.34,74,28,3.89,BR,1705732081
308,wailua homesteads,22.0669,-159.378,25.24,86,100,4.12,US,1705732082
309,yacimiento rio turbio,-51.5732,-72.3508,5.24,88,90,4.7,AR,1705732084
310,bich'vinta,43.1592,40.3378,10.1,87,100,5.06,GE,1705732086
311,acarau,-2.8856,-40.12,26.31,82,40,3.46,BR,1705732087
312,carnarvon,-24.8667,113.6333,29.09,59,43,8.88,AU,1705732088
313,bom jesus,-9.0744,-44.3586,24.07,71,24,0.76,BR,1705732090
314,lycksele,64.5954,18.6735,-34.07,68,46,0.0,SE,1705732091
315,aljezur,37.3191,-8.8033,10.63,81,0,4.09,PT,1705732093
316,xai-xai,-25.0519,33.6442,23.82,76,85,7.19,MZ,1705732094
317,ola,59.5833,151.2833,-17.75,83,84,0.78,RU,1705732095
318,vredendal,-31.6683,18.5012,22.51,65,44,1.48,ZA,1705732097
319,oranjemund,-28.55,16.4333,19.58,88,40,3.32,NA,1705732101
320,esmeraldas,-19.7625,-44.3139,23.19,92,100,1.3,BR,1705732102
321,mati,6.9551,126.2166,27.51,82,96,1.43,PH,1705732104
322,monteagudo,-19.8167,-63.9833,20.22,97,99,0.6,BO,1705732105
323,utica,43.1009,-75.2327,-13.51,71,100,0.45,US,1705732106
324,nar'yan-mar,67.6713,53.087,-12.16,93,99,7.15,RU,1705732108
325,newman,37.3138,-121.0208,15.16,94,100,1.79,US,1705732110
326,calvinia,-31.4707,19.776,27.9,18,0,4.12,ZA,1705732112
327,hotan,37.0997,79.9269,2.37,39,100,2.42,CN,1705732113
328,massawa,15.6097,39.45,25.65,70,93,2.25,ER,1705732116
329,karwar,14.8,74.1333,28.22,55,7,3.27,IN,1705732117
330,rasskazovo,52.6714,41.9033,-2.47,98,100,5.52,RU,1705732119
331,dul'durga,50.6761,113.5931,-16.83,73,99,1.74,RU,1705732121
332,al kharijah,25.4514,30.5464,14.82,49,1,2.98,EG,1705732122
333,kenora,49.8167,-94.4337,-21.46,77,0,2.06,CA,1705732124
334,zhangjiajie,29.1294,110.4783,6.86,72,99,0.85,CN,1705732125
335,kotovo,50.3211,44.8012,1.5,100,100,7.4,RU,1705732126
336,kletskaya,49.3145,43.0584,3.01,98,100,8.03,RU,1705732128
337,quellon,-43.1167,-73.6167,11.04,85,0,5.26,CL,1705732129
338,magadan,59.5667,150.8,-18.56,88,86,1.74,RU,1705732131
339,haiku-pauwela,20.9219,-156.3051,22.25,84,0,3.6,US,1705732132
340,slavyanka,42.8633,131.3847,-9.73,44,86,7.47,RU,1705732134
341,barcelos,41.5388,-8.6151,8.8,89,1,0.61,PT,1705732126
342,kota kinabalu,5.9749,116.0724,29.99,79,20,2.24,MY,1705731797
343,prince rupert,54.3161,-130.3201,2.83,100,100,0.51,CA,1705732140
344,sabang,5.8933,95.3214,28.12,77,85,6.05,ID,1705732015
345,ad dawadimi,24.5077,44.3924,14.64,39,48,3.69,SA,1705732142
346,genhe,50.7833,121.5167,-19.62,66,84,0.75,CN,1705732144
347,todos santos,23.45,-110.2167,17.95,48,66,1.84,MX,1705732145
348,qizilhacili,40.5746,46.841,6.26,59,78,1.83,AZ,1705732147
349,howrah,22.5892,88.3103,16.0,88,40,4.12,IN,1705732148
350,chamba,32.5667,76.1333,14.73,20,99,2.76,IN,1705732150
351,richards bay,-28.783,32.0377,22.77,67,89,1.59,ZA,1705732127
352,micheweni,-4.9667,39.8333,28.53,83,100,5.78,TZ,1705732153
353,andalgala,-27.5819,-66.3165,21.07,65,52,1.78,AR,1705732155
354,jamestown,42.097,-79.2353,-10.23,86,100,3.09,US,1705732156
355,kodinsk,58.6881,99.1844,-19.76,94,99,1.34,RU,1705732158
356,trincomalee,8.5711,81.2335,27.3,77,1,5.35,LK,1705732159
357,kavieng,-2.5744,150.7967,27.28,84,99,2.62,PG,1705732161
358,ambon,-3.6954,128.1814,32.08,62,40,4.63,ID,1705732162
359,arraial do cabo,-22.9661,-42.0278,24.09,95,75,5.06,BR,1705732164
360,gorontalo,0.5412,123.0595,30.28,72,70,2.16,ID,1705731898
361,namibe,-15.1961,12.1522,21.37,78,36,2.38,AO,1705732166
362,labuan,5.2767,115.2417,27.2,89,40,0.0,MY,1705732148
363,dunstable,51.886,-0.521,2.3,87,97,5.14,GB,1705732169
364,la ronge,55.1001,-105.2842,-14.86,78,100,3.6,CA,1705732171
365,nushki,29.5542,66.0215,13.45,25,48,1.71,PK,1705732172
366,saint-leu,-21.15,55.2833,29.46,80,92,3.85,RE,1705732173
367,cill airne,52.05,-9.5167,7.39,96,100,4.84,IE,1705732175
368,kidal,18.4411,1.4078,18.18,12,57,4.84,ML,1705732176
369,fukuecho,32.6881,128.8419,13.2,94,75,4.63,JP,1705731898
370,walvis bay,-22.9575,14.5053,20.05,82,0,1.84,NA,1705732179
371,klyuchi,52.2667,79.1667,-11.11,77,56,1.06,RU,1705732181
372,sainyabuli,19.25,101.75,30.49,31,27,1.51,LA,1705732183
373,tirschenreuth,49.8825,12.3331,-4.08,89,78,3.13,DE,1705732184
374,kourou,5.1552,-52.6478,25.03,90,23,4.38,GF,1705732188
375,puerto san jose,13.9256,-90.8244,24.84,80,0,2.59,GT,1705732189
376,kiunga,-6.1219,141.2906,30.28,74,85,0.84,PG,1705732191
377,ji'an,27.1172,114.9793,7.61,84,100,3.41,CN,1705732192
378,kristiansund,63.1115,7.732,-4.64,93,37,1.03,NO,1705732194
379,manta,-0.95,-80.7333,26.67,83,76,1.79,EC,1705732187
380,urangan,-25.3,152.9,30.11,77,81,4.02,AU,1705732169
381,midvagur,62.0511,-7.1939,6.46,75,75,5.14,FO,1705732198
382,weno,7.4515,151.8468,27.97,74,100,6.69,FM,1705732199
383,san ignacio,17.1561,-89.0714,23.08,100,0,0.0,BZ,1705732203
384,santa elena de uairen,4.6167,-61.1333,17.75,78,10,1.92,VE,1705732209
385,belmonte,-15.8631,-38.8828,25.2,88,89,3.11,BR,1705732211
386,skhirate,33.8498,-7.0404,12.95,90,78,1.61,MA,1705732218
387,saldanha,-33.0117,17.9442,19.03,73,1,0.82,ZA,1705732221
388,buka,40.8108,69.1986,4.77,48,38,1.94,UZ,1705732224
389,fujin,47.26,132.0322,-23.81,88,69,0.84,CN,1705732226
390,myanaung,18.2833,95.3167,30.55,29,1,2.17,MM,1705732228
391,lubango,-14.9172,13.4925,16.92,82,10,1.03,AO,1705732230
392,altoona,40.5187,-78.3947,-7.42,79,69,1.34,US,1705732232
393,aral,40.5156,81.2636,0.05,47,0,5.85,CN,1705732234
394,bardai,11.65,7.2333,16.22,18,1,3.99,NG,1705732235
395,n'zeto,-7.2312,12.8666,26.33,75,100,2.56,AO,1705732237
396,myitkyina,25.3833,97.4,26.75,24,2,0.14,MM,1705732239
397,dubbo,-32.25,148.6167,34.07,14,40,4.12,AU,1705732240
398,kirensk,57.7853,108.1119,-22.24,95,99,2.68,RU,1705732242
399,gdov,58.7406,27.8122,-15.95,99,85,1.78,RU,1705732243
400,al jawf,29.5,38.75,14.88,35,6,2.2,SA,1705732245
401,songyuan,45.1171,124.8568,-16.22,78,100,6.18,CN,1705732246
402,bechar,31.6167,-2.2167,10.18,50,0,4.12,DZ,1705732248
403,yabelo,4.8833,38.0833,22.19,42,100,3.98,ET,1705732249
404,akure,7.2526,5.1931,21.56,33,0,0.57,NG,1705732251
405,rio grande,-32.035,-52.0986,22.81,93,26,6.11,BR,1705732252
406,kairouan,35.6781,10.0963,16.01,59,40,1.54,TN,1705732155
407,san antonio oeste,-40.7319,-64.9477,19.19,51,0,5.5,AR,1705732255
408,morondava,-20.2833,44.2833,29.22,70,100,3.85,MG,1705732257
409,gadzhiyevo,69.2551,33.3362,-4.25,83,100,10.18,RU,1705732259
410,tobol'sk,58.2,68.2667,-9.66,79,100,6.26,RU,1705732245
411,bongouanou,6.6486,-4.1992,21.5,87,5,0.38,CI,1705732261
412,ljusdal,61.8288,16.0913,-24.98,99,20,1.48,SE,1705732264
413,nordholz,53.7833,8.6,2.14,87,64,11.02,DE,1705732265
414,victoria falls,-17.9235,25.843,21.06,77,75,4.63,ZW,1705732267
415,fort bragg,35.139,-79.006,0.11,56,0,3.09,US,1705732268
416,antsiranana,-12.2787,49.2917,25.42,94,75,3.09,MG,1705732270
417,lorengau,-2.0226,147.2712,29.01,73,100,4.42,PG,1705732271
418,quepos,9.4236,-84.1652,25.23,68,9,2.1,CR,1705732272
419,rio verde de mato grosso,-18.9181,-54.8442,26.24,65,89,1.87,BR,1705732274
420,lata,40.1629,-8.3327,5.04,84,0,1.35,PT,1705732276
421,alice springs,-23.7,133.8833,33.75,41,100,4.02,AU,1705732215
422,new yekepa,7.5794,-8.5378,17.85,92,57,0.62,LR,1705732280
423,jutai,-5.1833,-68.9,23.09,99,100,1.21,BR,1705732282
424,anzio,41.4853,12.6179,9.7,90,100,2.58,IT,1705732166
425,alice,27.7523,-98.0697,7.69,37,100,5.66,US,1705732285
426,dauphin,51.1494,-100.0502,-15.92,78,100,2.06,CA,1705732286
427,rolla,37.9514,-91.7713,-14.92,68,0,4.12,US,1705732288
428,strezhevoy,60.7333,77.5889,-19.46,94,100,3.58,RU,1705732290
429,badeggi,9.05,6.15,23.14,17,0,0.88,NG,1705732291
430,ebaye,8.7748,167.7392,27.01,83,75,7.72,MH,1705732293
431,salalah,17.0151,54.0924,28.05,30,0,7.72,OM,1705732295
432,brisas de zicatela,15.8369,-97.0419,24.5,72,60,1.81,MX,1705732297
433,jiagedaqi,50.4167,124.1167,-18.9,72,65,0.11,CN,1705732299
434,juneau,58.3019,-134.4197,-7.72,100,96,3.85,US,1705732301
435,malango,-2.9627,119.9001,23.05,91,100,1.49,ID,1705732302
436,cidreira,-30.1811,-50.2056,22.85,97,18,2.97,BR,1705732304
437,la'ie,21.6477,-157.9253,24.98,79,0,3.09,US,1705732305
438,afaahiti,-17.75,-149.2833,26.93,72,100,0.73,PF,1705732307
439,puerto lempira,15.2667,-83.7667,25.03,87,0,2.94,HN,1705732308
440,sur,22.5667,59.5289,24.27,61,43,3.34,OM,1705732310
441,ende,-8.8432,121.6623,28.24,77,100,1.61,ID,1705732313
442,cadale,2.7603,46.3222,28.44,60,100,12.01,SO,1705732314
443,lugo,43.0,-7.5,-2.83,100,8,0.88,ES,1705732160
444,vila do maio,15.1333,-23.2167,21.44,72,90,7.36,CV,1705732318
445,marsassoum,12.8275,-15.9806,20.05,77,20,2.21,SN,1705732319
446,ternate,0.8,127.4,26.31,91,100,5.83,ID,1705732321
447,laascaanood,8.4774,47.3597,24.77,40,100,8.04,SO,1705732323
448,oyama,36.3,139.8,8.66,73,100,0.76,JP,1705732324
449,maymana,35.9214,64.7836,8.64,55,0,1.76,AF,1705732325
450,leava,-14.3,-178.1667,29.24,79,100,3.78,WF,1705732327
451,kone,-21.0595,164.8658,28.05,79,91,2.4,NC,1705732328
452,sao gabriel da cachoeira,-0.1303,-67.0892,22.59,100,94,0.47,BR,1705732330
453,claveria,18.6074,121.0832,27.25,70,23,2.14,PH,1705732331
454,fort stockton,30.894,-102.8793,-0.69,37,0,2.06,US,1705732333
455,caluula,11.9661,50.7569,25.96,66,5,6.09,SO,1705732335
456,noordwijkerhout,52.25,4.4833,1.12,91,22,8.35,NL,1705732336
457,labrador city,52.9463,-66.9114,-12.05,79,100,5.14,CA,1705732338
458,namsos,64.4662,11.4957,-5.97,78,100,5.66,NO,1705732339
459,yardimli,38.9206,48.2372,7.61,71,41,2.08,AZ,1705732341
460,atar,20.5169,-13.0499,16.85,24,0,0.59,MR,1705732343
461,portland,45.5234,-122.6762,2.98,81,100,4.63,US,1705732345
462,tarawa,1.419,172.984,30.05,74,40,3.6,KI,1705732346
463,plastun,44.7561,136.2939,-9.79,36,6,2.26,RU,1705732348
464,margate,51.3813,1.3862,2.95,76,46,1.79,GB,1705732350
465,kirakira,-10.4544,161.9205,26.78,90,100,5.25,SB,1705732351
466,codrington,-38.2667,141.9667,21.28,51,100,5.93,AU,1705732353
467,vidalia,32.2177,-82.4135,1.97,64,0,3.09,US,1705732355
468,selfoss,63.9331,-20.9971,1.69,92,100,5.09,IS,1705732357
469,bahia de kino,28.8333,-111.9333,18.14,50,100,2.86,MX,1705732358
470,sidi khaled,34.387,4.9879,12.98,57,0,5.17,DZ,1705732360
471,prince george,53.9166,-122.753,-10.97,89,100,1.03,CA,1705732361
472,letlhakeng,-24.0944,25.0298,22.25,48,1,3.72,BW,1705732364
473,sonseca,39.6775,-3.9745,4.12,78,100,2.68,ES,1705732365
474,chui,-33.6971,-53.4616,20.75,88,99,5.65,UY,1705732290
475,zemio,5.0314,25.1361,26.14,14,36,3.59,CF,1705732368
476,lichtenburg,-26.152,26.1597,20.71,40,97,2.38,ZA,1705732370
477,taitung city,22.7583,121.1444,27.15,61,40,2.57,TW,1705732372
478,zeya,53.75,127.2667,-26.95,78,17,1.22,RU,1705732373
479,sabzevar,36.2126,57.6819,5.6,49,0,5.14,IR,1705732120
480,at taj,24.2049,23.2857,16.51,22,4,1.38,LY,1705732376
481,ouro preto do oeste,-10.7481,-62.2158,22.68,95,100,0.75,BR,1705732378
482,touros,-5.1989,-35.4608,26.25,78,14,4.26,BR,1705732380
483,broken hill,-31.95,141.4333,35.66,10,7,3.76,AU,1705732382
484,caleta olivia,-46.4393,-67.5281,15.8,44,73,2.98,AR,1705732177
485,taguatinga,-12.3857,-46.5711,23.22,72,32,0.51,BR,1705732384
486,weatherford,32.7593,-97.7972,-3.77,49,0,1.79,US,1705732386
487,wanning,18.8003,110.3967,24.88,63,100,3.93,CN,1705732244
488,axim,4.8699,-2.2405,26.05,83,3,1.31,GH,1705732388
489,edwinstowe,53.1945,-1.0644,3.97,77,100,8.0,GB,1705732390
490,jambi city,-1.6,103.6167,31.39,59,96,2.13,ID,1705732391
491,arar,30.9753,41.0381,11.01,50,0,3.09,SA,1705732393
492,la tuque,47.4334,-72.7824,-15.86,78,100,2.06,CA,1705732394
493,lethem,3.3803,-59.7968,24.6,61,19,4.56,GY,1705732396
494,bubaque,11.2833,-15.8333,23.59,74,33,6.29,GW,1705732399
495,juegang,32.3174,121.1855,3.79,92,100,8.62,CN,1705732401
496,long beach,33.767,-118.1892,16.32,86,0,1.54,US,1705732373
497,rakhiv,48.0526,24.2009,-5.52,86,16,1.25,UA,1705732404
498,umluj,25.0213,37.2685,24.64,34,0,4.3,SA,1705732253
499,cockburn town,21.4612,-71.1419,25.64,84,7,5.98,TC,1705732389
500,baraki barak,33.9675,68.9486,4.3,29,0,0.96,AF,1705732410
501,krutinka,56.0055,71.5113,-16.93,95,76,3.69,RU,1705732411
502,dzhambeyty,50.2536,52.595,-2.68,86,100,8.76,KZ,1705732412
503,luanda,-8.8368,13.2343,26.0,78,20,1.03,AO,1705732414
504,suoyarvi,62.0833,32.35,-23.02,100,77,1.94,RU,1705732416
505,novodvinsk,64.4165,40.8122,-13.14,91,99,4.26,RU,1705732417
506,conception bay south,47.4999,-52.9981,-3.38,86,100,1.48,CA,1705732418
507,tevriz,57.509,72.4042,-15.76,93,81,2.51,RU,1705732420
508,kaa-khem,51.6833,94.7333,-29.22,95,30,0.95,RU,1705732422
509,sampacho,-33.3839,-64.7221,15.56,70,1,4.24,AR,1705732423
510,kentau,43.5206,68.5094,-0.05,25,0,1.21,KZ,1705732425
511,acapulco de juarez,16.8634,-99.8901,25.9,83,40,1.54,MX,1705732175
512,kirando,-7.4167,30.6,25.6,74,88,3.33,TZ,1705732428
513,gazojak,41.1875,61.4036,3.87,37,0,7.0,TM,1705732326
514,qarchi gak,37.04,66.7889,11.29,40,0,2.82,AF,1705732430
515,paphos,34.7667,32.4167,16.24,88,20,3.09,CY,1705732432
516,hobyo,5.3505,48.5268,27.52,62,100,12.32,SO,1705732433
517,comandante fontana,-25.3345,-59.6821,24.13,83,57,2.25,AR,1705732435
518,naliya,23.2667,68.8333,26.37,19,0,2.2,IN,1705732436
519,spirit lake,43.4222,-95.1022,-21.82,79,7,1.34,US,1705732438
520,kununurra,-15.7667,128.7333,31.99,62,100,5.66,AU,1705732439
521,cabugao,17.7931,120.4578,27.92,62,24,3.26,PH,1705732441
522,jinghong,21.991,100.7341,27.28,29,32,2.11,CN,1705732442
523,chela,34.069,104.4619,2.77,51,84,2.7,CN,1705732444
524,feijo,-8.1642,-70.3536,22.85,97,100,0.41,BR,1705732445
525,antofagasta,-23.65,-70.4,19.6,88,69,1.96,CL,1705732447
526,mata-utu,-13.2816,-176.1745,29.15,76,95,2.41,WF,1705732209
527,felipe carrillo puerto,19.5833,-88.05,21.58,99,99,1.03,MX,1705732450
528,tierralta,8.1736,-76.0592,24.71,94,51,1.7,CO,1705732452
529,inhambane,-23.865,35.3833,26.99,74,40,8.23,MZ,1705732453
530,domingos martins,-20.3633,-40.6592,23.45,94,100,2.18,BR,1705732456
531,katsuura,35.1333,140.3,11.37,77,100,5.77,JP,1705732409
532,dixon,38.4455,-121.8233,12.21,96,100,0.0,US,1705732413
533,abadeh,31.1608,52.6506,8.54,23,100,1.48,IR,1705732402
534,mana,5.6592,-53.7767,25.08,86,100,5.13,GF,1705732463
535,queenstown,-31.8976,26.8753,24.78,37,0,3.0,ZA,1705732464
536,kuluncak,38.8828,37.6728,5.94,91,100,2.13,TR,1705732466
537,teguise,29.0605,-13.564,14.12,72,20,3.6,ES,1705732467
538,santiago del estero,-27.7951,-64.2615,24.77,53,46,2.0,AR,1705732291
539,ta`u,-14.2336,-169.5144,28.6,76,84,5.09,AS,1705732471
540,astara,38.5,48.6667,0.39,69,48,1.15,AZ,1705732473
541,monzon,41.9108,0.1941,2.48,82,18,0.36,ES,1705732475
542,ertingen,48.1,9.4667,-6.51,93,15,1.79,DE,1705732476
543,orsa,54.5153,30.4053,-14.58,100,94,1.9,BY,1705732307
544,fenoarivo be,-18.4333,46.5667,21.49,78,100,1.66,MG,1705732478
545,carauari,-4.8828,-66.8958,23.47,99,100,0.81,BR,1705732480
546,gaalkacyo,6.7697,47.4308,29.23,32,46,10.42,SO,1705732482
547,hede,33.7681,120.2517,2.81,95,100,6.38,CN,1705732382
548,tralee,52.2704,-9.7026,8.01,92,100,4.77,IE,1705732487
